filename,chroma_stft_mean,chroma_stft_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,peak_value,Class
Raag Desh.mp3: part 2.mp3,0.34538507,0.29952356,0.1310441,0.021725774,1472.160562,354.458439,2044.427142,463.6664471,2497.011594,927.2241164,0.031560996,0.009652811,-211.0569,23.022213,202.57622,22.168434,-26.876293,12.200262,6.6083508,13.736906,-20.34577,13.214092,6.2864633,11.375863,-20.832716,9.316835,-10.732453,10.625985,-8.636841,10.101514,-8.688944,9.801805,-11.306103,7.8366556,-22.747662,7.8305054,-14.107104,9.730175,-15.812273,8.579028,1.251798,8.68506,-2.9836771,8.088822,-5.72673,7.9374027,4.2269425,8.149028,1.6061999,7.680502,-8.766365,7.4562383,0.6202041,Hindustani
Raag Desh.mp3: part 3.mp3,0.32922876,0.3066902,0.13049218,0.028850641,1668.507512,515.9511678,2209.124945,545.1529971,3107.113504,1445.758182,0.035298038,0.01502464,-208.90605,38.19289,189.60226,26.457228,-31.195461,18.033424,13.38471,18.125847,-26.473816,15.968987,3.7656908,12.739399,-16.555998,9.361767,-16.86662,10.507391,-12.182583,10.851739,-5.1817856,9.493589,-11.080938,7.6741667,-24.545591,8.488833,-13.803906,9.090836,-12.460782,8.429256,-3.2368557,8.16583,-5.8870068,8.516468,1.2558192,12.167497,0.19661082,9.946732,-0.6157614,8.010223,-6.590602,8.604253,0.57813656,Hindustani
Raag Bilaskhani Todi.mp3: part 1.mp3,0.32119954,0.2965229,0.016333044,0.009241888,1999.112847,286.3331711,2615.634686,253.9910327,3767.655046,789.4932997,0.040156818,0.013682821,-356.3334,28.1981,135.89273,15.617271,-8.697261,10.025587,-1.8661741,10.829389,3.161884,9.50475,-1.5904262,8.990677,-6.746291,7.8366838,-3.1128638,9.116522,-6.0767035,7.07151,-21.896221,11.683697,-14.371441,7.4161115,-3.3018909,6.2182045,-10.248534,7.1126494,-11.582479,6.161428,-0.3180334,6.8860545,1.9768488,7.4415226,-3.4742298,6.5897775,0.06480443,5.8050523,4.4074674,6.381582,-1.8012555,7.1139755,0.5616602,Hindustani
Raag Bilaskhani Todi.mp3: part 2.mp3,0.30660138,0.29414567,0.022118397,0.010915233,2190.410963,332.2258984,2792.264275,364.8367198,4067.499346,836.733416,0.045948314,0.013338686,-345.59363,36.262146,151.64223,12.657205,-35.927986,9.923264,13.153371,10.207788,-11.750536,9.647125,5.058887,8.616452,-20.349201,11.942511,4.615392,11.353088,-13.1517725,9.459536,-22.189407,9.788074,-17.116053,8.717242,-0.99512064,8.9984045,-8.650188,7.7037897,-11.751811,7.3696284,4.047587,8.8115225,-5.825862,8.792628,-4.3986373,7.90561,-1.9681138,6.4108562,3.649417,8.39746,-10.213389,9.35616,0.21130237,Hindustani
Raag Bilaskhani Todi.mp3: part 3.mp3,0.277247,0.3007404,0.028970141,0.016777042,2236.312778,327.3529159,2799.872718,398.0418713,4229.584679,877.9827464,0.046728879,0.01448571,-335.38495,54.134777,143.87387,18.918165,-37.634914,14.196157,9.746281,9.782289,-17.213192,12.158054,-0.010963062,9.397042,-19.142344,11.378903,1.7696155,10.212845,-15.078066,11.0756035,-20.328978,10.685867,-17.497246,9.142329,-0.4399596,10.117508,-7.0478144,8.4970875,-9.161837,8.798481,2.2946646,8.542155,-6.630091,9.6026125,-3.6723516,7.9666348,-1.5260228,8.480959,1.8886559,8.05627,-9.430565,10.760203,0.30948985,Hindustani
Raag Gaud Malhar.mp3: part 1.mp3,0.3227209,0.30257884,0.030857723,0.017327968,1540.742245,312.7362148,1893.820837,323.5922454,2791.839096,794.162155,0.035740355,0.010734636,-344.86472,37.052975,179.8298,17.153023,-36.316406,11.684678,12.832208,10.214403,-2.0698822,13.451604,1.3056582,10.594708,-1.67597,8.415048,-13.257474,8.72005,-9.40652,8.442411,-13.618432,7.7429714,-6.6551533,7.7673197,-4.746436,6.926535,-4.417831,8.495241,-5.6923504,6.6902895,-2.8404205,7.828406,-1.6585613,7.0698833,-5.7543535,7.8433414,-0.9158602,7.3362746,-3.4217424,6.9170184,-6.6038194,6.468279,0.3075382,Hindustani
Raag Gaud Malhar.mp3: part 2.mp3,0.33402443,0.30486384,0.03506288,0.01900121,1593.015417,320.734139,1945.133272,350.2680557,2900.417229,857.5838895,0.03675514,0.009788244,-324.08792,38.230076,179.94266,17.323366,-36.26467,12.883311,13.347567,9.840446,-3.899292,15.0744915,2.4692132,11.689158,-0.4585512,8.921914,-11.297625,8.448835,-7.740529,8.572826,-12.309216,7.6893272,-3.649232,7.5967603,-3.312412,7.1814556,-2.567517,8.64826,-4.2076135,6.356277,-3.6106212,7.6895385,-1.1799564,7.356725,-5.2546678,8.95711,0.22186215,7.5596294,-2.468246,6.9635105,-6.5632715,6.501446,0.417561,Hindustani
Raag Gaud Malhar.mp3: part 3.mp3,0.35428753,0.30191565,0.041267276,0.025701365,1627.481141,381.9436245,1997.982657,400.2040101,3045.742326,1002.284815,0.036506641,0.011035599,-305.0427,49.64995,174.93028,21.922499,-31.084759,15.874592,11.583028,10.880295,-2.435953,16.348198,1.8563048,12.775498,0.8223519,8.654532,-10.978425,8.191904,-8.272653,8.449437,-12.741423,7.745735,-3.999178,7.5079393,-1.0431664,8.027936,-3.1751597,8.742753,-4.900015,6.265149,-4.5895514,8.5247,-3.3773932,7.344325,-6.3444233,8.638179,-1.0159494,7.2534432,-2.0833285,7.0591764,-6.192538,6.2990923,0.61664164,Hindustani
Bairagi.mp3: part 1.mp3,0.32426816,0.29775137,0.14572386,0.06081602,1510.166177,475.4494129,2065.649443,286.2012649,2793.530208,972.0718778,0.031691631,0.023632981,-198.43948,37.02957,186.36925,17.731552,-34.477993,10.216677,23.621275,9.522986,-9.997871,11.482151,8.203583,10.72428,-2.7900052,10.025323,-5.4438787,8.108547,-5.231652,8.741622,-14.613227,7.9561048,-13.643015,8.856191,-8.041873,6.737299,-2.6719923,7.8444424,-12.159431,7.1314616,-4.9872203,7.2541633,-6.340014,7.6750574,-6.9867716,6.5925155,-2.8989391,7.1205654,-2.7829776,6.284592,-3.9968052,7.1099796,0.9637231,Hindustani
Bairagi.mp3: part 2.mp3,0.31397232,0.3026084,0.17569521,0.083150364,1626.069234,347.2063111,2125.163106,275.7872893,3063.787306,797.1171711,0.033888623,0.013550306,-174.99734,33.98257,177.56712,15.262383,-38.93443,13.553484,20.579912,10.858904,-8.838124,12.991016,4.914763,12.378202,-2.6903608,10.635116,-5.2824583,9.67021,-10.522082,11.875454,-14.637197,8.413219,-11.634704,9.050411,-8.086186,7.6321735,-1.1946485,8.397049,-9.866102,7.6469913,-5.2315893,7.1311746,-6.2835617,7.281868,-8.973891,7.0212865,-2.7715776,7.6504803,0.35795966,7.3050165,-6.671913,8.526601,0.9556341,Hindustani
Bairagi.mp3: part 3.mp3,0.32290342,0.30605432,0.17158863,0.08210558,1668.328718,471.3648721,2134.724139,424.6369556,3154.31172,1145.28469,0.035382327,0.014780914,-176.10672,53.45461,175.88931,25.721489,-37.408554,15.215018,20.488708,12.886257,-9.125182,14.801331,5.063399,14.083481,-0.8186706,10.410585,-3.645586,10.989338,-7.905041,10.318918,-10.209797,8.830974,-8.133743,9.191555,-8.364262,8.222818,-1.6101651,8.805753,-8.504789,8.860194,-4.439081,7.8179507,-5.0166535,7.453529,-7.180505,6.9488525,-2.8851252,7.5213513,0.8501878,7.4299827,-4.662688,7.7871065,0.9578024,Hindustani
Bilaskhani Todi.mp3: part 1.mp3,0.35412502,0.29453808,0.12969223,0.049150832,1559.048629,319.770127,2118.361852,235.0236887,2952.542923,707.4654484,0.031382833,0.014239295,-196.93382,34.271744,186.64417,15.723513,-36.84701,11.092712,24.536663,9.320542,-9.23002,10.620704,13.19881,11.240557,-2.142167,9.610095,-3.6652758,7.8644757,-6.8435245,8.084828,-17.516966,8.111765,-13.313756,9.1857605,-6.3598385,6.5552735,0.34845987,7.7302485,-11.725631,7.652546,-3.1877773,7.197885,-3.264572,7.827847,-6.3908315,5.996857,-6.113811,7.4795065,-3.1252754,6.350298,-2.081671,6.4767313,0.8812171,Hindustani
Bilaskhani Todi.mp3: part 2.mp3,0.32201228,0.3042763,0.15635002,0.061504144,1626.998516,302.2955777,2163.471734,260.7499231,3030.400154,723.8220914,0.032197418,0.010823176,-177.37408,30.56377,179.7946,15.301221,-37.368313,13.493677,23.564928,10.379178,-5.7867885,11.611671,12.266635,11.967795,-0.9020803,11.442963,-4.589574,9.192031,-8.97066,9.1658,-13.932209,8.670066,-8.973518,8.733813,-6.2588887,7.370011,1.2594787,8.104096,-9.70173,8.382387,-3.2409518,6.698753,-2.659779,6.785187,-6.0352902,6.4278293,-4.555854,7.3719473,-1.7228657,7.2446995,-2.3822498,7.0785317,0.8908289,Hindustani
Bilaskhani Todi.mp3: part 3.mp3,0.33930948,0.3035095,0.15443943,0.07062775,1623.03436,437.8593701,2105.589895,389.3604283,3033.303636,1015.903889,0.034517845,0.014537448,-180.96753,48.808002,182.4411,24.69715,-36.50709,13.963964,20.922209,11.575337,-8.726515,12.958236,8.0758,13.079488,-1.068592,10.247765,-3.1777887,10.059083,-9.343658,10.411462,-13.620432,8.5525255,-10.533339,9.044931,-6.8729777,6.9197793,2.0150325,8.356645,-7.6068277,8.768063,-3.7893252,7.218306,-3.6429071,7.3740993,-7.133728,6.158174,-5.861292,7.758656,-0.366821,7.5072184,-2.9306784,7.299296,0.8925756,Hindustani
Nat Bhairon.mp3: part 1.mp3,0.3410685,0.30111113,0.124834865,0.060410097,1581.657115,393.8833768,2156.551012,286.1448078,3036.520339,906.3063044,0.030660516,0.016011537,-207.06523,35.36564,177.34227,15.898284,-32.093166,13.549183,24.18714,10.309635,-7.042522,11.027941,10.398912,11.228244,0.65459734,10.097855,-6.3128366,8.3299675,-5.163433,8.481533,-14.890108,8.733278,-12.757803,8.196849,-7.8134556,6.598243,-1.5499288,7.984085,-12.415933,7.706512,-7.2617097,7.6136465,-6.1083183,7.5626726,-9.1599045,6.5504136,-3.2724354,7.3668756,-0.7617397,6.5637093,-1.914873,6.8599763,0.9495349,Hindustani
Nat Bhairon.mp3: part 2.mp3,0.33601213,0.30376434,0.14649995,0.069237664,1648.767759,386.2861218,2144.810747,312.9727039,3108.593651,922.105785,0.034428362,0.013378709,-187.8578,35.858837,179.77983,16.737589,-38.946053,15.420773,24.169449,10.635367,-8.143192,12.076288,9.669997,12.462626,-1.3009062,10.661032,-6.324636,11.194978,-9.612645,10.797228,-13.047331,8.450086,-9.373009,8.685556,-7.896602,7.324925,-1.155625,7.678682,-10.475373,8.204015,-7.052375,7.3941045,-6.207962,7.0566998,-7.852427,6.73392,-2.6483452,7.216572,1.4897177,7.6542053,-3.5868647,8.079483,0.9758427,Hindustani
Nat Bhairon.mp3: part 3.mp3,0.34693956,0.30480513,0.15018125,0.07003464,1596.079967,422.1225198,2149.221534,400.4504518,3001.494485,1032.445552,0.03158369,0.012706274,-190.72458,59.980503,179.25262,26.944874,-33.24253,15.442932,24.049528,11.777429,-7.5554605,11.789609,11.942939,11.846871,-0.29280105,10.618511,-4.843854,9.476296,-10.00407,11.062607,-11.903094,8.754029,-8.494794,9.053816,-7.017579,7.174059,0.5619418,8.390276,-8.116768,8.811522,-6.335328,7.179038,-6.6673245,6.7230277,-7.4036207,6.3637724,-4.45255,7.159208,1.3388964,7.2104015,-3.1827612,7.5798664,0.9508598,Hindustani
Aahir Bhairon.mp3: part 1.mp3,0.3443389,0.3013774,0.14218374,0.061501984,1488.517661,316.10793,2067.860141,242.7579161,2798.65412,777.7227726,0.028379055,0.012186086,-202.24355,36.718784,184.85527,15.240932,-34.00964,13.353437,25.740871,10.398766,-9.358096,11.912818,10.244357,10.876387,0.5569453,9.628758,-4.110924,8.95456,-4.067136,9.456638,-15.8082485,8.135847,-13.866026,8.885292,-9.024436,7.114679,-2.1133897,8.292213,-12.401958,7.918402,-6.322723,7.1614103,-5.0375624,7.17127,-7.6473684,6.03766,-3.8463042,6.8105125,-1.5683028,6.529387,-2.246537,6.960666,0.93597883,Hindustani
Aahir Bhairon.mp3: part 2.mp3,0.31902242,0.30730528,0.16478986,0.0725433,1600.92671,328.4325811,2096.054816,275.5717146,2999.612003,793.7885005,0.032038262,0.011286532,-181.63701,35.869232,180.7029,14.558103,-40.175434,16.80311,23.18638,10.996552,-6.4072757,12.391342,7.7366614,12.808762,-0.49234197,11.248086,-4.163639,10.519949,-10.133765,12.206306,-11.950198,8.505274,-9.088124,8.842264,-8.27031,8.026807,-1.4510334,8.071884,-10.49981,8.126389,-5.2544303,7.066694,-5.150221,6.598722,-5.9376693,6.576839,-1.6839463,7.1599956,0.8389294,7.7935495,-4.668911,8.425332,0.9395659,Hindustani
Aahir Bhairon.mp3: part 3.mp3,0.33841142,0.30500638,0.15152387,0.076427646,1561.233805,395.1112895,2076.898963,392.7614145,2905.195524,969.0411161,0.031750209,0.011690696,-190.39806,57.715607,179.98769,26.683588,-31.911114,16.16599,20.082468,12.020009,-7.0837984,12.384577,7.425664,13.088286,0.43337685,10.454536,-5.1864448,9.766025,-8.06604,11.472362,-11.701297,7.696979,-9.680524,9.320095,-7.586325,7.471143,-0.82056344,7.5532565,-7.7800164,8.107951,-4.5024734,7.226252,-3.2603395,6.958123,-5.44145,6.516588,-3.6641343,7.0572453,-0.39339912,7.061462,-3.9478333,7.169611,0.9629302,Hindustani
Lyrics of all the Bandishes.mp3: part 1.mp3,0.4246962,0.30443242,0.08405553,0.08264237,2001.689463,1132.256076,2457.268114,584.5872285,3990.360393,2339.339355,0.047893739,0.049889299,-287.13834,67.8034,141.39523,38.514297,-9.498415,23.595263,18.736475,20.588352,-2.7042022,16.923124,3.8874977,16.462326,1.2655219,11.980081,-3.0219252,11.288676,-1.57111,11.509879,-7.248207,10.2739315,-11.55588,9.182012,-5.7432623,9.465389,-3.0481422,9.426772,-9.130985,9.626012,-5.835653,7.2071404,-7.2020445,8.967181,-9.333402,8.074027,-4.5741014,7.4676623,-3.5503647,6.8381,-6.9433513,8.286808,0.9611701,Hindustani
Lyrics of all the Bandishes.mp3: part 2.mp3,0.42443597,0.3030389,0.07765267,0.07206158,1961.467881,1076.120449,2430.029089,559.5370772,3890.7812,2254.733051,0.046160477,0.046138412,-283.9109,58.604534,138.24341,37.189384,-4.087169,23.141,17.148157,20.043983,-1.286607,17.444208,1.754679,16.917097,3.1775079,10.9902935,-3.1374316,10.906954,-1.5023289,10.95542,-6.701814,10.065385,-11.850617,9.226344,-5.2906723,9.6782055,-3.0417058,9.910236,-8.767734,10.295352,-5.640247,7.2147517,-7.3957343,8.910454,-9.0723095,7.9792733,-3.600369,7.288272,-3.516032,6.722675,-6.964818,8.471177,0.9716394,Hindustani
Lyrics of all the Bandishes.mp3: part 3.mp3,0.41560566,0.30348963,0.069904275,0.06784367,1989.100573,1083.834447,2422.870949,607.0390494,3954.429313,2249.381813,0.047523942,0.045829624,-288.70724,67.83583,130.71579,41.94002,-3.8026066,24.051064,13.63762,20.215282,-1.6243134,16.614857,0.8121032,15.779833,2.871404,10.712641,-2.8414469,10.689927,-2.5083368,10.72375,-7.0326943,10.137062,-11.178831,8.897839,-5.712544,9.478115,-3.271237,9.599908,-7.703011,9.9457,-5.6466346,7.0668583,-8.300228,8.529906,-9.495911,8.181819,-3.3558123,7.278018,-3.613039,6.5468664,-7.363873,8.639031,0.9528614,Hindustani
Multani.mp3: part 1.mp3,0.33674398,0.29413596,0.13223505,0.060186908,1577.039802,386.01486,2177.064959,304.9465782,3015.93035,966.3528586,0.031083234,0.014357212,-201.52318,38.27225,181.57794,16.813953,-31.884249,12.042243,27.044617,10.374099,-9.519153,11.074231,12.574995,10.070906,-2.6653924,9.80026,-5.400505,9.134,-5.1642175,10.646489,-15.113142,8.911372,-10.719863,9.892708,-7.328549,7.4770083,-0.5882194,8.065166,-9.2555065,7.773137,-2.4206367,6.954298,-4.850003,7.546359,-9.338517,6.839896,-2.7721558,7.4213095,-1.3109313,6.821788,-3.3551722,7.3481746,0.9373265,Hindustani
Multani.mp3: part 2.mp3,0.30672285,0.3005945,0.1676197,0.073128186,1685.484901,440.1412259,2178.075392,347.5977537,3196.730786,1076.952347,0.03601953,0.014584641,-174.47916,34.659035,178.44781,17.561855,-38.56343,15.959527,25.26978,11.446198,-11.63529,11.326023,7.801259,12.715902,-0.9236548,10.282598,-3.7156568,11.505157,-9.045936,11.816066,-12.253086,8.761897,-8.031568,9.063334,-7.0553923,7.680688,-0.2549704,7.9697914,-4.918295,7.8892455,-1.7886218,7.106903,-4.6671,7.448735,-7.6724124,6.728461,-2.4671633,7.6182017,1.4696037,7.8010983,-4.8804994,8.932834,0.9622542,Hindustani
Multani.mp3: part 3.mp3,0.32815725,0.3034219,0.16247144,0.07509776,1602.063634,510.913016,2176.830935,474.7244235,3030.964921,1312.342059,0.031658567,0.01386759,-184.96573,59.402435,178.77513,29.453577,-28.383858,14.088297,24.682928,11.988355,-11.361241,11.053382,10.061041,11.930663,-1.4501061,10.061861,-4.923423,10.113973,-6.6803617,11.576933,-11.052155,8.413488,-7.780625,8.88375,-5.5180984,7.26982,0.76216716,7.8577185,-6.6046524,8.353563,-2.6482048,7.5889297,-4.2172985,7.774137,-7.2582235,6.323258,-4.2314677,7.15536,0.081884556,7.0817604,-2.9111059,7.5064225,0.9548258,Hindustani
Maru Bihag.mp3: part 1.mp3,0.3309225,0.29865518,0.12309425,0.056316614,1501.747986,302.4602954,2082.410683,251.0043054,2823.381183,787.6304732,0.029063821,0.011577705,-211.83365,31.074175,183.34502,14.086475,-32.456635,10.430687,24.939228,8.942242,-10.664524,10.033066,9.601493,9.352051,1.814388,8.693914,-7.9493837,7.9380417,-5.095372,8.394681,-16.237839,8.11084,-12.692727,8.352649,-9.149979,7.2939577,-4.5365906,7.6105604,-11.922016,7.185806,-4.80648,7.568377,-4.915443,7.669659,-10.910366,6.4979057,-4.570005,6.235661,-2.166621,6.643127,-2.2422838,6.3751144,0.93784213,Hindustani
Maru Bihag.mp3: part 2.mp3,0.28876272,0.30392814,0.15807326,0.08482583,1631.570565,345.6979662,2169.130364,282.8963319,3066.02752,875.8002379,0.032383454,0.012838375,-192.00906,34.251125,173.83224,14.996659,-36.30406,11.970462,20.835424,9.957326,-13.348303,12.295065,4.6484776,11.89111,-1.3893005,10.507268,-7.2933173,10.153847,-10.996955,10.889825,-15.546762,8.394693,-12.119185,8.558814,-9.657499,7.349942,-4.12154,7.992055,-9.667426,7.8621225,-4.590457,7.3069677,-6.2132006,6.7107005,-10.030105,6.674935,-3.9803166,7.3723326,-0.65468556,7.6547766,-5.408018,8.372863,0.9505602,Hindustani
Maru Bihag.mp3: part 3.mp3,0.31323364,0.30592605,0.1551146,0.07143696,1507.939505,372.0604199,2076.174092,355.0803628,2753.336037,964.1163945,0.029295123,0.010182726,-193.57384,46.512463,182.44487,22.142696,-30.00257,14.273914,22.803892,10.943958,-10.677722,12.35506,8.593762,12.050195,1.2441325,9.452027,-6.871713,9.0190325,-7.028084,10.300334,-12.292893,8.377714,-10.671367,9.17263,-8.207198,7.362319,-2.543369,7.733524,-8.887812,8.500356,-3.9095201,7.2651424,-3.7407198,7.096302,-7.610791,6.3568187,-4.510913,7.25709,-0.6522338,6.6297936,-2.2807207,7.2485747,0.938823,Hindustani
Kalavati.mp3: part 1.mp3,0.31164247,0.29883853,0.15394151,0.06392835,1607.403633,363.5169619,2109.443466,285.6115866,3091.317905,913.1350573,0.032993586,0.013633559,-188.24254,40.67781,180.05698,17.887125,-38.178032,13.176895,24.239967,10.404477,-14.246056,11.511027,4.1560264,12.205642,1.5215325,9.100315,-5.257724,9.644696,-9.534812,9.953841,-17.37093,8.682346,-12.938488,8.732637,-9.888253,6.4999633,-4.3633413,8.04121,-9.516195,7.903893,-4.016862,6.9329715,-4.1379323,6.6292143,-10.221191,7.046171,-3.8782897,7.410358,-0.12515607,7.7488747,-5.9619293,7.4354186,0.943786,Hindustani
Kalavati.mp3: part 2.mp3,0.3122592,0.305069,0.17979011,0.07386475,1621.094672,295.6040047,2113.606812,275.6615298,3067.769784,818.9806248,0.033732542,0.010598554,-169.55084,31.028187,182.54706,14.332654,-40.25972,12.32986,24.185482,10.563009,-14.1956835,12.567481,5.127749,13.313279,2.5046828,10.119402,-4.81255,10.670162,-13.852737,11.056012,-14.044874,8.213872,-8.921262,8.034628,-10.168023,6.8762574,-4.334071,7.6511903,-6.489536,8.719272,-4.371653,7.289917,-5.150882,7.048864,-8.1321125,7.6097913,-4.121555,7.5195737,1.4402277,8.234816,-6.924426,7.4058237,0.9484031,Hindustani
Kalavati.mp3: part 3.mp3,0.32014072,0.30567566,0.16749708,0.07916832,1605.549084,402.2122665,2149.176976,412.4829778,3019.001358,1002.076727,0.032315021,0.012155605,-176.57872,61.93499,172.67523,30.461771,-29.248606,13.373503,20.56709,11.171614,-7.534786,11.557556,7.7160254,12.149979,4.162759,10.056748,-4.782944,9.116101,-9.978698,10.159721,-11.670586,7.9673915,-8.90181,8.06901,-9.072146,7.452128,-2.8023458,8.216445,-5.400808,8.636659,-2.3691118,7.207562,-3.7702503,7.01369,-7.1152987,6.9071894,-2.6777039,7.435728,1.5454209,7.758364,-5.330091,7.0531926,0.95171124,Hindustani
Malkauns.mp3: part 1.mp3,0.31471637,0.30368397,0.15283753,0.06788555,1516.635398,568.1864852,2042.482682,390.3358533,2802.146639,1173.087548,0.031237839,0.025477403,-200.54816,59.829556,185.87811,27.888283,-32.760117,13.783361,21.678965,11.028139,-1.9571706,12.014531,8.24605,11.596824,-3.4583025,9.287776,-4.869355,8.582604,-10.050089,10.395316,-15.041429,7.84415,-10.555132,8.559263,-8.236362,7.5361323,-4.7423115,7.703705,-12.021994,8.219715,-5.480136,7.4631586,-4.3129873,7.572542,-5.359827,6.737468,-0.6974578,6.4267,1.9025491,7.0229373,-3.4032319,7.1805573,0.9570795,Hindustani
Malkauns.mp3: part 2.mp3,0.30224845,0.30832633,0.16558552,0.065988734,1551.546917,332.3549168,2035.677415,294.3139468,2847.989197,824.3191927,0.032023146,0.010538525,-180.36143,32.965668,187.74078,14.594435,-37.82997,13.712098,20.828909,10.5296545,-6.333697,10.751469,2.1164436,11.897552,-3.7089398,8.7981615,-5.388378,9.785231,-15.894877,10.637953,-12.976617,8.030065,-7.926223,7.767961,-9.203233,7.546422,-3.4491694,7.433892,-8.758341,8.567717,-4.239018,7.2921944,-2.2497413,6.705104,-5.2841473,6.7035685,-1.5446606,7.475211,3.8676984,7.5459514,-6.936586,7.827436,0.9345974,Hindustani
Malkauns.mp3: part 3.mp3,0.32980296,0.30622855,0.17044505,0.07735521,1544.256587,315.6303216,2054.538291,346.9943172,2899.627422,863.9974188,0.031715032,0.008366465,-176.65213,50.38506,186.7094,19.806715,-31.4162,15.7436695,20.440042,11.004619,-3.5002685,10.913631,3.4451318,13.539451,1.4140203,8.594803,-3.6406193,9.432168,-14.116347,11.882113,-12.101288,7.9254665,-5.9538283,7.3813004,-7.2075167,6.886307,-2.4289632,7.4905415,-4.5476727,9.158698,-3.599471,6.86919,-1.9338999,7.4194884,-5.4685345,6.5237336,-0.8300278,6.8805947,6.2244134,8.618392,-6.11089,7.5966954,0.94716215,Hindustani
Bhairavi Dadra.mp3: part 1.mp3,0.33509937,0.30533046,0.033196773,0.020408725,1820.883608,457.0275748,2151.306345,390.2810036,3278.142775,1126.846514,0.044132652,0.015847046,-316.49576,36.553047,167.59752,16.516861,-43.2033,12.103873,5.5416956,13.395011,-3.421784,12.737643,2.672088,11.903586,-6.747855,10.028461,-11.741297,8.742126,-8.323804,7.57912,-13.72346,7.571229,-5.08986,7.416233,-4.4956913,6.603205,-7.8983903,7.4513955,-6.18274,7.759956,-2.1324441,7.19267,-1.970009,8.710091,-6.7150745,8.767024,-4.4488173,6.3793635,-2.6315892,6.1354346,-5.1055856,8.07258,0.39206803,Hindustani
Bhairavi Dadra.mp3: part 2.mp3,0.34034657,0.30313602,0.034827147,0.020251952,1940.920874,508.4037514,2193.417959,446.0309292,3558.685376,1286.23666,0.04783867,0.016148046,-298.349,35.30583,165.31532,16.187366,-46.839394,13.30689,8.877556,12.120662,-0.5028597,13.3512,4.6167326,13.096417,-5.0469418,11.881353,-9.922625,9.851963,-7.264219,7.6075673,-11.169538,8.047892,-1.585056,6.7971535,-3.6201153,7.2110996,-7.494558,7.6910725,-4.780682,6.677615,-1.7657231,6.9019756,-1.5724819,8.449929,-4.7346644,8.164231,-2.598031,7.040916,-1.9920561,6.111973,-4.6022906,7.9705386,0.42826843,Hindustani
